Unnamed: 0,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
7944,"Audemars Piguet Royal Oak Dual Time
26120ST.OO.1220ST.03","$53,913",Audemars Piguet,Royal Oak Dual Time,26120ST.OO.1220ST.03,unknown,unknown,unknown,2011,Very good,Men's watch/Unisex,39 mm,unknown
7945,"Audemars Piguet Royal Oak
Ultra Thin 57175ST.OO.0789ST.01","$19,740",Audemars Piguet,Royal Oak,57175ST.OO.0789ST.01,Automatic,Steel,Steel,2000,Very good,Men's watch/Unisex,33 mm,unknown
7946,"Audemars Piguet Royal Oak
Ref. 56175ST","$16,056",Audemars Piguet,Royal Oak,56175ST,unknown,unknown,unknown,Unknown,Very good,Men's watch/Unisex,33 mm,unknown
7947,"Audemars Piguet Royal Oak
15410BC Royal Oak Frosted 41MM Blue Dial White Gold","$152,316",Audemars Piguet,Royal Oak,15410BC.GG.1224BC.01,unknown,unknown,unknown,2019 (Approximation),Very good,Men's watch/Unisex,41 mm,unknown
7948,"Audemars Piguet Royal Oak Concept
26265FO Royal Oak Concept Tourbillon Carbon Limited 50","$183,000",Audemars Piguet,Royal Oak Concept,26265FO.OO.D002CR.01,unknown,unknown,unknown,2015 (Approximation),Very good,Men's watch/Unisex,44 mm,unknown
7949,"Audemars Piguet Royal Oak Offshore Chronograph
26471SR.OO.D101CR.01","$63,008",Audemars Piguet,Royal Oak Offshore Chronograph,26471SR.OO.D101CR.01,unknown,unknown,unknown,2018,Very good,Men's watch/Unisex,42 mm,unknown
7950,"Audemars Piguet Royal Oak
14790ST.OO.0789ST.10","$27,068",Audemars Piguet,Royal Oak,14790ST.OO.0789ST.10,Automatic,Steel,Steel,Unknown,Very good,Men's watch/Unisex,36 mm,unknown
7951,"Audemars Piguet Royal Oak Offshore
Pave Diamond 26067OR.ZZ.D002CR.01","$81,799",Audemars Piguet,Royal Oak Offshore,26067OR.ZZ.D002CR.01,Automatic,Rose gold,Leather,2011,Very good,Men's watch/Unisex,42 mm,unknown
7952,"Audemars Piguet Royal Oak Offshore
Rhone Fusterie Limited Edition","$37,631",Audemars Piguet,Royal Oak Offshore,26108ST.OO.D066CR.01,Automatic,Steel,Leather,2009,Very good,Men's watch/Unisex,42 mm,unknown
7953,"Audemars Piguet Royal Oak Selfwinding
15300ST.OO.1220ST.03","$58,758",Audemars Piguet,Royal Oak Selfwinding,15300ST.OO.1220ST.03,Automatic,Steel,Steel,2011,Very good,Men's watch/Unisex,39 mm,unknown
7954,"Audemars Piguet Royal Oak Offshore Chronograph
26470OR.OO.1000OR.01","$92,362",Audemars Piguet,Royal Oak Offshore Chronograph,26470OR.OO.1000OR.01,Automatic,Rose gold,Rose gold,2019,Very good,Men's watch/Unisex,42 mm,unknown
7955,"Audemars Piguet Royal Oak Offshore Chronograph
Shaquille O'Neal 26134BC.ZZ.A101CR.01","$71,962",Audemars Piguet,Royal Oak Offshore Chronograph,26134BC.ZZ.A101CR.01,Automatic,White gold,Leather,Unknown,Very good,Men's watch/Unisex,48 mm,unknown
7956,"Audemars Piguet Royal Oak Dual Time
26120OR.OO.D002CR.01","$41,923",Audemars Piguet,Royal Oak Dual Time,26120OR.OO.D002CR.01,Automatic,Rose gold,Leather,Unknown,Very good,Men's watch/Unisex,39 mm,unknown
7957,"Audemars Piguet Royal Oak Offshore Diver
15720ST.OO.A052CA.01","$46,544",Audemars Piguet,Royal Oak Offshore Diver,15720ST.OO.A052CA.01,Automatic,Steel,Rubber,2022,Very good,Men's watch/Unisex,42 mm,unknown
7958,"Audemars Piguet Royal Oak Chronograph
26320ST.OO.1220ST.02","$55,787",Audemars Piguet,Royal Oak Chronograph,26320ST.OO.1220ST.02,Automatic,Steel,Steel,Unknown,Very good,Men's watch/Unisex,41 mm,unknown
7959,"Audemars Piguet Royal Oak
Boutique Edition 77351ST.ZZ.1261ST.01","$56,117",Audemars Piguet,Royal Oak,77351ST.ZZ.1261ST.01,Automatic,Steel,Steel,2022,Unworn,Women's watch,34 mm,unknown
7960,"Audemars Piguet Royal Oak Offshore Diver
Service Sealed 15701ST.OO.D002CA.03","$28,983",Audemars Piguet,Royal Oak Offshore Diver,15701ST.OO.D002CA.03,Automatic,Steel,Rubber,2009,Very good,Men's watch/Unisex,42 mm,unknown
7961,"Audemars Piguet Royal Oak Offshore Chronograph
Rubens Barrichello II 26078RO.OO.DOO2CR.01","$77,904",Audemars Piguet,Royal Oak Offshore Chronograph,26078RO.OO.D002CR.01,Automatic,Rose gold,Crocodile skin,Unknown,Very good,Men's watch/Unisex,42 mm,unknown
7962,"Audemars Piguet Royal Oak Selfwinding
15400ST.OO.1220ST.02","$39,942",Audemars Piguet,Royal Oak Selfwinding,15400ST.OO.1220ST.02,Automatic,Steel,Steel,2014,Very good,Men's watch/Unisex,41 mm,unknown
7963,"Audemars Piguet Royal Oak
Rare Royal Oak Ferrari Red Dial 14790ST.OO.0789ST.11","$113,488",Audemars Piguet,Royal Oak,unknown,Automatic,Steel,Steel,Unknown,Very good,Men's watch/Unisex,36 mm,unknown
7964,"Audemars Piguet Royal Oak Jumbo
Extra Thin NOS Blue Dial 15202ST.OO.0944ST.02","$134,021",Audemars Piguet,Royal Oak Jumbo,15202ST.OO.0944ST.02,Automatic,Steel,Steel,2011,Unworn,Men's watch/Unisex,39 mm,unknown
7965,"Audemars Piguet Royal Oak Chronograph
25860ST.OO.1110ST.01","$50,835",Audemars Piguet,Royal Oak Chronograph,25860ST.OO.1110ST.01,Automatic,Steel,Steel,2000,Very good,Men's watch/Unisex,39 mm,unknown
7966,"Audemars Piguet Royal Oak Offshore Chronograph
Team Alinghi 26062OR.OO.A002CA.01","$54,070",Audemars Piguet,Royal Oak Offshore Chronograph,26062OR.OO.A002CA.01,Automatic,Rose gold,Leather,2007,Very good,Men's watch/Unisex,44 mm,unknown
7967,"Audemars Piguet Royal Oak Chronograph
Rose Gold 26331OR.OO.D315CR.01","$111,574",Audemars Piguet,Royal Oak Chronograph,26331OR.OO.D315CR.01,Automatic,Rose gold,Rubber,Unknown,Very good,Men's watch/Unisex,41 mm,unknown
7968,"Audemars Piguet Royal Oak Perpetual Calendar
25820BA.0.0944BA.01","$160,429",Audemars Piguet,Royal Oak Perpetual Calendar,unknown,Automatic,Yellow gold,Yellow gold,2005,Very good,Men's watch/Unisex,39 mm,unknown
7969,"Audemars Piguet
Weißgold","$9,170",Audemars Piguet,unknown,unknown,unknown,unknown,unknown,Unknown,Good,Men's watch/Unisex,34 mm,unknown
7970,Audemars Piguet Royal Oak,"$9,170",Audemars Piguet,Royal Oak,unknown,unknown,unknown,unknown,Unknown,Good,Men's watch/Unisex,unknown,unknown
7971,"Audemars Piguet Royal Oak Chronograph
26331OR.OO.D315CR.01","$73,282",Audemars Piguet,Royal Oak Chronograph,26331OR.OO.D315CR.01,unknown,unknown,unknown,2019,Very good,Men's watch/Unisex,41 mm,unknown
7972,"Audemars Piguet
Weißgold","$9,514",Audemars Piguet,unknown,unknown,unknown,unknown,unknown,Unknown,Very good,Men's watch/Unisex,34 mm,unknown
7973,"Audemars Piguet Royal Oak
 Rectangular Square Tropical Unpolished Ref. 6005ST","$19,499",Audemars Piguet,Royal Oak,6005ST,Quartz,Steel,Steel,Unknown,Good,unknown,unknown,unknown
7974,"Audemars Piguet Royal Oak Selfwinding
Ref. 15400ST","$42,000",Audemars Piguet,Royal Oak Selfwinding,15400ST,unknown,unknown,unknown,2012,Very good,unknown,41 mm,unknown
7975,"Audemars Piguet Royal Oak Offshore Chronograph
Ref. 26480TI","$30,000",Audemars Piguet,Royal Oak Offshore Chronograph,26480TI,Automatic,Titanium,Rubber,2022,Very good,unknown,42 mm,unknown
7976,"Audemars Piguet Royal Oak Selfwinding
Ref. 15300OR","$35,500",Audemars Piguet,Royal Oak Selfwinding,15300OR,Automatic,Rose gold,Leather,2006,Very good,unknown,39 mm,unknown
7977,"Audemars Piguet Royal Oak
14790SA Royal Oak 36m Paper&Box 1994 Petite Tapiserrie Dial Serviced by AP","$28,691",Audemars Piguet,Royal Oak,14790SA,unknown,unknown,unknown,1994,Very good,Men's watch/Unisex,unknown,unknown
7978,"Audemars Piguet Royal Oak Selfwinding
39MM Black Dial 15300ST.00.1220ST.03","$40,164",Audemars Piguet,Royal Oak Selfwinding,15300ST.OO.1220ST.03,unknown,unknown,unknown,2009,Very good,Men's watch/Unisex,39 mm,unknown
7979,"Audemars Piguet Royal Oak Selfwinding
15450ST.OO.1256ST.03","$53,500",Audemars Piguet,Royal Oak Selfwinding,15450ST.OO.1256ST.03,unknown,unknown,unknown,2020,Unworn,Men's watch/Unisex,37 mm,unknown
7980,"Audemars Piguet Royal Oak Day-Date
25572BA.OO.0789BA.01","$57,801",Audemars Piguet,Royal Oak Day-Date,25572BA.OO.0789BA.01,unknown,unknown,unknown,1982 (Approximation),Very good,Men's watch/Unisex,37 mm,unknown
7981,"Audemars Piguet Huitième
Tantalum Chronograph Rose Gold - 25644","$17,101",Audemars Piguet,Huitième,25644,Automatic,Rose gold,Leather,Unknown,Very good,unknown,40 mm,unknown
7982,"Audemars Piguet
Skeleton Diamond 18k White Gold Manual Winding","$22,942",Audemars Piguet,unknown,Audemars Piguet,unknown,unknown,unknown,Unknown,Very good,Men's watch/Unisex,32 mm,unknown
7983,"Audemars Piguet Royal Oak Double Balance Wheel Openworked
box papers never polished Fix Price","$263,958",Audemars Piguet,Royal Oak Double Balance Wheel Openworked,15407OR.OO.1220OR.01,Automatic,Rose gold,Rose gold,2017,Very good,Men's watch/Unisex,41 mm,unknown
7984,"Audemars Piguet Royal Oak Day-Date
Moonphase ""Unpolished"" Box+Pap. Ref. 25594BA/O/0789BA/05","$55,078",Audemars Piguet,Royal Oak Day-Date,unknown,Automatic,Yellow gold,Yellow gold,Unknown,Good,Men's watch/Unisex,36 mm,unknown
7985,"Audemars Piguet Royal Oak Jumbo
A Serial Like-New AP-Service+Extract+Box+Cufflinks Ref. 5402ST","$137,712",Audemars Piguet,Royal Oak Jumbo,5402ST,Automatic,Steel,Steel,1974,Very good,Men's watch/Unisex,39 mm,unknown
7986,"Audemars Piguet Royal Oak
Military Dial Paper 1999 ""Nice-Patina"" Ref. 14800BA/0/0009/02","$27,533",Audemars Piguet,Royal Oak,14800BA,Automatic,Yellow gold,Leather,1999,Very good,Men's watch/Unisex,36 mm,unknown
7987,"Audemars Piguet Royal Oak Chronograph
City Of Sails Mint-Condition Ref. 25979ST.0.0002CA.01","$45,896",Audemars Piguet,Royal Oak Chronograph,25979ST.0.0002CA.01,Automatic,Steel,Steel,Unknown,Very good,Men's watch/Unisex,unknown,unknown
7988,"Audemars Piguet Royal Oak Selfwinding
39 Automatic Unpolished Papers Ref. 15300ST.OO.1220ST.01","$39,010",Audemars Piguet,Royal Oak Selfwinding,15300ST.OO.1220ST.01,Automatic,Steel,Steel,2011 (Approximation),Good,Men's watch/Unisex,39 mm,unknown
7989,"Audemars Piguet Royal Oak
 Men's Royal Oak 18K Yellow Gold watch w/Diamonds; Date","$29,000",Audemars Piguet,Royal Oak,56175BA,Quartz,Yellow gold,unknown,Unknown,Good,unknown,33 mm,unknown
7990,"Audemars Piguet Royal Oak Chronograph
26331ST.OO.1220ST.01","$51,384",Audemars Piguet,Royal Oak Chronograph,26331ST.OO.1220ST.01,unknown,unknown,unknown,2021,Very good,Men's watch/Unisex,41 mm,unknown
7991,"Audemars Piguet Jules Audemars
Chronograph Stainless Steel Limited 150 Pcs. - 25921ST/O/0001CR/01","$20,773",Audemars Piguet,Jules Audemars,unknown,Automatic,Steel,Leather,2008,Very good,unknown,39 mm,unknown
7992,"Audemars Piguet Royal Oak
Stahl/Gelbgold - 4100SA","$18,352",Audemars Piguet,Royal Oak,4100,Automatic,Gold/Steel,Gold/Steel,Unknown,Very good,Men's watch/Unisex,36 mm,unknown
7993,"Audemars Piguet Royal Oak Offshore Diver
Stainless Steel Khaki Green Dial - 15720ST.OO.A052CA.01","$34,775",Audemars Piguet,Royal Oak Offshore Diver,15720ST.OO.A052CA.01,Automatic,Steel,Rubber,2021,Very good,unknown,42 mm,unknown
7994,"Audemars Piguet Millenary
Frosted Gold 39.5mm Opal Dial - 77244OR.GG.1272OR.01","$50,154",Audemars Piguet,Millenary,77244OR.GG.1272OR.01,Manual winding,Rose gold,Rose gold,Unknown,New,unknown,39.5 mm,unknown
7995,"Audemars Piguet Royal Oak Tourbillon
Selfwinding Flying Tourbillon Chronograph Limited 100 Pcs. - 26622TI.GG.D002CA.01","$324,682",Audemars Piguet,Royal Oak Tourbillon,26622TI.GG.D002CA.01,Automatic,Titanium,Rubber,2022,New,unknown,43 mm,unknown
7996,"Audemars Piguet Royal Oak Concept
""CW1"" Royal Oak Tourbillon Alacrite Concept Limited Edition 150 pcs. 25980AI.OO.D003SU.01","$214,618",Audemars Piguet,Royal Oak Concept,25980AI.OO.D003SU.01,Manual winding,Titanium,Leather,Unknown,Very good,unknown,44 mm,unknown
7997,"Audemars Piguet Royal Oak Tourbillon
Ultra Thin Steel Blue Dial - 26510ST.OO.1220ST.01","$176,171",Audemars Piguet,Royal Oak Tourbillon,26510ST.OO.1220ST.01,Manual winding,Steel,Steel,2014,Very good,unknown,41 mm,unknown
7998,"Audemars Piguet Royal Oak Chronograph
Frosted White Gold Black Dial - 26239BC.GG.1224BC.02","$176,171",Audemars Piguet,Royal Oak Chronograph,26239BC.GG.1224BC.02,Automatic,White gold,White gold,2022,Very good,unknown,41 mm,unknown
7999,"Audemars Piguet Royal Oak
Minute Repeater Supersonnerie Titanium Grey Dial - 26591TI.OO.1252TI.03","$352,227",Audemars Piguet,Royal Oak,26591TI.OO.1252TI.03,Automatic,Titanium,Titanium,2022,New,unknown,42 mm,unknown
8000,"Audemars Piguet Royal Oak Tourbillon
 Ultra Thin Tourbillon Openworked Platinum Limited 40 Pcs. - 26511PT.OO.1220PT.01","$544,810",Audemars Piguet,Royal Oak Tourbillon,unknown,Automatic,Platinum,Platinum,Unknown,Very good,unknown,41 mm,unknown
8001,"Audemars Piguet Millenary Ladies
Hand Wound White Gold Mother of Pearl Dial - 77247BC.ZZ.A813CR.01","$29,266",Audemars Piguet,Millenary Ladies,77247BC.ZZ.A813CR.01,Manual winding,White gold,Leather,Unknown,New,unknown,39.5 mm,unknown
8002,"Audemars Piguet Millenary Ladies
Hand Wound Rose Gold Mother of Pearl Dial - 77247OR.ZZ.A812CR.01","$29,266",Audemars Piguet,Millenary Ladies,77247OR.ZZ.A812CR.01,Manual winding,Rose gold,Leather,Unknown,New,unknown,39.5 mm,unknown
8003,"Audemars Piguet Royal Oak Jumbo
Ultra Thin Yellow Gold Blue Dial - 15202BA.OO.1240BA.01","$133,821",Audemars Piguet,Royal Oak Jumbo,15202BA.OO.1240BA.01,Automatic,Yellow gold,Yellow gold,Unknown,New,unknown,39 mm,unknown
8004,"Audemars Piguet Royal Oak Concept
Frosted Gold Flying Tourbillon Blue Dial - 26630BC.GG.D326CR.01","$192,238",Audemars Piguet,Royal Oak Concept,26630BC.GG.D326CR.01,Manual winding,White gold,Rubber,Unknown,New,unknown,38.5 mm,unknown
8005,"Audemars Piguet Millenary Ladies
Hand-wound Zebra Diamond White Gold - 77249BC.ZZ.A102CR.01","$57,270",Audemars Piguet,Millenary Ladies,77249BC.ZZ.A102CR.01,Manual winding,White gold,Leather,Unknown,New,unknown,39.5 mm,unknown
8006,"Audemars Piguet Millenary Ladies
Hand-Wound White Gold - 77247BC.ZZ.1272BC.01","$52,335",Audemars Piguet,Millenary Ladies,77247BC.ZZ.1272BC.01,Manual winding,White gold,White gold,Unknown,New,unknown,39.5 mm,unknown
8007,"Audemars Piguet Royal Oak Offshore
Steel Black Dial Triple Calendar - 25807ST.OO.1010ST.01","$32,709",Audemars Piguet,Royal Oak Offshore,25807ST.OO.1010ST.01,Automatic,Steel,Steel,1997,Very good,unknown,38 mm,unknown
8008,"Audemars Piguet Royal Oak Tourbillon
Jumbo Extra Thin 50th Anniversary Steel Blue Dial - 26670ST.OO.1240ST.01","$304,138",Audemars Piguet,Royal Oak Tourbillon,unknown,Automatic,Steel,Steel,2022,New,unknown,39 mm,unknown
8009,"Audemars Piguet Royal Oak Offshore Grand Prix
Chronograph Rose Gold - 26290RO.OO.A001VE.01","$56,007",Audemars Piguet,Royal Oak Offshore Grand Prix,26290RO.OO.A001VE.01,Automatic,Rose gold,Rubber,2013,Very good,unknown,44 mm,unknown
8010,"Audemars Piguet Royal Oak Chronograph
Self-Winding Chronograph Steel - 26315ST.OO.1256ST.02","$76,092",Audemars Piguet,Royal Oak Chronograph,26315ST.OO.1256ST.02,Automatic,Steel,Steel,2020,Very good,unknown,38 mm,unknown
8011,"Audemars Piguet Royal Oak Jumbo
Ultra Thin Steel White Dial - 15202ST.OO.0944ST.01","$92,504",Audemars Piguet,Royal Oak Jumbo,15202ST.OO.0944ST.01,Automatic,Steel,Steel,2005,Very good,unknown,39 mm,unknown
8012,"Audemars Piguet Royal Oak Chronograph
Stainless Steel Black Dial - 26331ST.OO.1220ST.02","$72,993",Audemars Piguet,Royal Oak Chronograph,26331ST.OO.1220ST.02,Automatic,Steel,Steel,2021,Very good,unknown,41 mm,unknown
8013,"Audemars Piguet Royal Oak Offshore Chronograph
Titanium Grey Dial - 25721TI.OO.1000TI.01","$31,447",Audemars Piguet,Royal Oak Offshore Chronograph,25721TI.OO.1000TI.01,Automatic,Titanium,Titanium,Unknown,Very good,unknown,42 mm,unknown
8014,"Audemars Piguet Royal Oak Jumbo
Extra-Thin Blue Dial - 15202ST.OO.1240ST.01","$138,756",Audemars Piguet,Royal Oak Jumbo,15202ST.OO.1240ST.01,Automatic,Steel,Steel,2016,Very good,unknown,39 mm,unknown
8015,"Audemars Piguet Royal Oak Offshore Chronograph
Titanium Grey Dial - 26400IO.OO.A004CA.01","$35,349",Audemars Piguet,Royal Oak Offshore Chronograph,26400IO.OO.A004CA.01,Automatic,Titanium,Rubber,2017,Very good,unknown,44 mm,unknown
8016,"Audemars Piguet Royal Oak Offshore Diver
Stainless Steel Black Dial - 15710ST.OO.A002CA.01","$25,594",Audemars Piguet,Royal Oak Offshore Diver,15710ST.OO.A002CA.01,Automatic,Steel,Rubber,2017,Good,unknown,42 mm,unknown
8017,"Audemars Piguet Royal Oak Chronograph
""50th Anniversary"" Silver-Toned Dial Rose Gold - 26240OR.OO.1320OR.03","$149,659",Audemars Piguet,Royal Oak Chronograph,26240OR.OO.1320OR.03,Automatic,Rose gold,Rose gold,2022,New,unknown,41 mm,unknown
8018,"Audemars Piguet Royal Oak Chronograph
Blue Dial Rose Gold - 26715OR.OO.1356OR.01","$121,655",Audemars Piguet,Royal Oak Chronograph,26715OR.OO.1356OR.01,Automatic,Rose gold,Rose gold,2022,New,unknown,38 mm,unknown
8019,"Audemars Piguet Royal Oak Selfwinding
Rose Gold Black Dial - 15300OR.OO.D002CR.01","$49,925",Audemars Piguet,Royal Oak Selfwinding,15300OR.OO.D002CR.01,Automatic,Rose gold,Leather,2011,Very good,unknown,41 mm,unknown
8020,"Audemars Piguet Royal Oak Chronograph
Rose Gold Blue Dial - 26331OR.OO.D821CR.01","$89,520",Audemars Piguet,Royal Oak Chronograph,26331OR.OO.D821CR.01,Automatic,Rose gold,Leather,2019,Very good,unknown,41 mm,unknown
8021,"Audemars Piguet Royal Oak Selfwinding
QE II Cup Limited Edition 200 Pcs. Silver Dial - 15403IP.OO.1220IP.01","$88,831",Audemars Piguet,Royal Oak Selfwinding,15403IP.OO.1220IP.01,Automatic,Platinum,Titanium,Unknown,Very good,unknown,41 mm,unknown
8022,"Audemars Piguet Promesse
Lady 20 x 34.5mm Diamonds","$3,202",Audemars Piguet,Promesse,67259ST.ZZ.1156ST.03,unknown,unknown,unknown,Unknown,Very good,Women's watch,unknown,unknown
8023,"Audemars Piguet Royal Oak Lady
Ladies Royal Oak","$13,715",Audemars Piguet,Royal Oak Lady,66270ST.OO.0722ST.01,Quartz,Steel,Steel,Unknown,unknown,Men's watch/Unisex,26 mm,unknown
8024,"Audemars Piguet Royal Oak Dual Time
25730SA","$31,562",Audemars Piguet,Royal Oak Dual Time,25730SA,unknown,unknown,unknown,1995 (Approximation),Very good,Men's watch/Unisex,36 mm,unknown
8025,"Audemars Piguet Royal Oak
White Dial | NOS 2021 | New | Box & Papers","$68,288",Audemars Piguet,Royal Oak,14790BA,unknown,unknown,unknown,2021,New,Men's watch/Unisex,36 mm,unknown
8026,"Audemars Piguet Royal Oak Selfwinding
50th Anniversary | New | Box & Papers | 2022","$67,714",Audemars Piguet,Royal Oak Selfwinding,15550ST.OO.1356ST.01,unknown,unknown,unknown,2022,New,Men's watch/Unisex,37 mm,unknown
8027,"Audemars Piguet Edward Piguet
25987OR.00.D088CR.01","$15,436",Audemars Piguet,Edward Piguet,25987OR.00.D088CR.01,Automatic,Rose gold,Crocodile skin,2006,unknown,Men's watch/Unisex,38 mm,unknown
8028,"Audemars Piguet Royal Oak Lady
Automatic Lady Date 29mm Klassiker Clous de Paris Tropical Dial rar","$12,853",Audemars Piguet,Royal Oak Lady,8638ST,Automatic,Steel,Steel,Unknown,Very good,unknown,29 mm,unknown
8029,"Audemars Piguet Royal Oak Lady
15451ST.ZZ.1256ST.02","$51,072",Audemars Piguet,Royal Oak Lady,15451ST.ZZ.1256ST.02,unknown,unknown,unknown,2021,Good,Women's watch,37 mm,unknown
8030,"Audemars Piguet Royal Oak
Stahl/Gelbgold 1978 - 4100SA","$22,942",Audemars Piguet,Royal Oak,4100SA,Automatic,Gold/Steel,Gold/Steel,1978,Very good,Men's watch/Unisex,36 mm,unknown
8031,"Audemars Piguet Royal Oak Offshore Chronograph
Rosegold 26401RO.OO.A087CA.01 - 2021","$78,032",Audemars Piguet,Royal Oak Offshore Chronograph,26401RO.OO.A087CA.01,Automatic,Rose gold,Rubber,2021,Very good,Men's watch/Unisex,44 mm,unknown
8032,"Audemars Piguet Royal Oak Offshore Diver
Keramik 15707CE.OO.A002CA.01 - 2015","$40,158",Audemars Piguet,Royal Oak Offshore Diver,15707CE.OO.A002CA.01,Automatic,Ceramic,Rubber,2015,Very good,Men's watch/Unisex,42 mm,unknown
8033,"Audemars Piguet Royal Oak Chronograph
50th years 26240ST.OO.1320ST.06 - 2022","$60,816",Audemars Piguet,Royal Oak Chronograph,26240ST.OO.1320ST.06,Automatic,Steel,Steel,2022,Unworn,Men's watch/Unisex,41 mm,unknown
8034,"Audemars Piguet Royal Oak
Stahl 2003 - 14790ST.OO.0789ST.10","$45,896",Audemars Piguet,Royal Oak,14790ST.OO.0789ST.10,Automatic,Steel,Steel,2003,Very good,Men's watch/Unisex,36 mm,unknown
8035,"Audemars Piguet Royal Oak Chronograph
26320ST.OO.1220ST.02 - 2015","$40,054",Audemars Piguet,Royal Oak Chronograph,26320ST.OO.1220ST.02,Automatic,Steel,Steel,2015,Very good,Men's watch/Unisex,41 mm,unknown
8036,"Audemars Piguet Royal Oak Offshore Lady
Stahl - 26048SK.ZZ.D010CA.01","$34,419",Audemars Piguet,Royal Oak Offshore Lady,26048SK.ZZ.D010CA.01,Automatic,Steel,Rubber,Unknown,Very good,Women's watch,37 mm,unknown
8037,"Audemars Piguet Royal Oak Offshore Chronograph
26470OR.OO.A002CR.02 - 2021","$57,373",Audemars Piguet,Royal Oak Offshore Chronograph,26470OR.OO.A002CR.02,Automatic,Rose gold,Leather,2021,Very good,Men's watch/Unisex,42 mm,unknown
8038,"Audemars Piguet Royal Oak Offshore Lady
Stahl 2020 - 26231ST.ZZ.D002CA.01","$52,782",Audemars Piguet,Royal Oak Offshore Lady,26231ST.ZZ.D002CA.01,Automatic,Steel,Rubber,2020,Unworn,Women's watch,37 mm,unknown
